number_of_items,total_price,total_freight,number_of_payments,total_payment_value,purchase_hour,purchase_weekday,purchase_month,estimated_delivery_days,customer_state,distance_km
1.0,129.5,33.36,1.0,162.86,10,Wednesday,2017-06,28.58039351851852,TO,1235.529848635627
1.0,15.9,11.85,1.0,27.75,10,Wednesday,2017-06,20.560127314814814,SP,421.2028399394095
1.0,225.0,22.41,1.0,247.41,10,Wednesday,2017-06,28.5571875,RS,824.192638264268
1.0,167.92,15.93,1.0,183.85,10,Wednesday,2017-06,28.555335648148148,GO,685.2928862996541
1.0,31.9,34.15,1.0,66.05,10,Wednesday,2017-06,32.54365740740741,CE,1740.8017894338684
1.0,149.9,14.8,1.0,164.7,11,Wednesday,2017-06,27.539849537037036,ES,758.0605578071429
1.0,119.99,18.09,1.0,138.08,11,Wednesday,2017-06,25.536469907407408,MG,420.7057999175391
1.0,9.9,15.1,1.0,25.0,11,Wednesday,2017-06,26.512893518518517,RS,1087.7604033812738
1.0,110.0,18.02,1.0,128.02,11,Wednesday,2017-06,26.512847222222224,RS,820.1537009323147
1.0,379.99,57.1,1.0,437.09,11,Wednesday,2017-06,28.508530092592594,BA,985.6114745098799
1.0,89.9,17.88,1.0,107.78,11,Wednesday,2017-06,22.50777777777778,MG,729.3180342266469
1.0,18.8,15.1,1.0,33.9,11,Wednesday,2017-06,35.50755787037037,SP,515.3942997417487
1.0,97.9,33.39,1.0,131.29,11,Wednesday,2017-06,22.50665509259259,RJ,202.203351627859
1.0,132.7,35.45,1.0,168.15,11,Wednesday,2017-06,32.50125,BA,
1.0,49.99,12.69,26.0,62.68,12,Wednesday,2017-06,20.496412037037036,SP,311.847654924761
1.0,69.0,9.34,1.0,78.34,12,Wednesday,2017-06,14.493217592592593,SP,51.36042786809654
1.0,76.0,14.28,1.0,90.28,12,Wednesday,2017-06,26.489780092592593,DF,784.7970075926843
1.0,56.99,14.15,1.0,71.14,12,Wednesday,2017-06,25.458935185185187,RJ,351.71544406853116
1.0,27.9,16.11,1.0,44.01,13,Wednesday,2017-06,22.447060185185187,SP,652.8284440785892
1.0,46.4,14.1,1.0,60.5,13,Wednesday,2017-06,22.442743055555557,RJ,332.23108275324245
1.0,109.9,15.53,1.0,125.43,13,Wednesday,2017-06,22.427118055555557,SP,508.3789717702857
1.0,199.0,30.92,1.0,229.92,13,Wednesday,2017-06,41.42625,BA,2323.806083718289
1.0,14.8,15.1,1.0,29.9,13,Wednesday,2017-06,28.425289351851852,GO,
1.0,109.9,21.26,1.0,131.16,13,Wednesday,2017-06,22.421400462962964,SP,572.4885859611146
1.0,59.9,15.17,1.0,75.07,14,Wednesday,2017-06,22.413923611111112,MG,438.5780516009913
1.0,37.4,16.6,1.0,54.0,14,Wednesday,2017-06,22.409675925925924,PR,392.5166592325834
1.0,74.9,11.73,1.0,86.63,14,Wednesday,2017-06,15.409548611111111,SP,19.571975324360533
1.0,21.0,9.27,1.0,30.27,14,Wednesday,2017-06,13.409548611111111,SP,61.33210745541046
1.0,49.0,7.78,1.0,56.78,14,Wednesday,2017-06,13.408356481481482,SP,27.106033147716165
1.0,49.9,15.1,1.0,65.0,14,Wednesday,2017-06,22.406655092592594,RJ,487.1691312896978
1.0,139.9,15.73,1.0,155.63,14,Wednesday,2017-06,22.392546296296295,RJ,297.95323262005905
1.0,34.9,13.37,1.0,48.27,14,Wednesday,2017-06,20.38619212962963,SP,211.30599011154024
1.0,49.9,15.1,1.0,65.0,15,Wednesday,2017-06,26.37207175925926,RS,795.545640677961
1.0,109.9,21.26,1.0,131.16,15,Wednesday,2017-06,22.371168981481482,MG,819.2481844873911
1.0,45.49,11.85,1.0,57.34,15,Wednesday,2017-06,20.36650462962963,SP,365.84655497836087
1.0,49.0,14.1,1.0,63.1,15,Wednesday,2017-06,22.35943287037037,PR,321.83114560143594
1.0,8.85,9.34,1.0,18.19,15,Wednesday,2017-06,21.354699074074073,SP,427.8713828145826
2.0,276.0,26.62,1.0,302.62,15,Wednesday,2017-06,20.34920138888889,SP,368.1308594667135
1.0,200.5,9.6,1.0,210.1,15,Wednesday,2017-06,13.34170138888889,SP,4.080741809773383
1.0,594.21,42.0,1.0,636.21,16,Wednesday,2017-06,40.315439814814816,ES,946.4777778934797
1.0,22.0,16.11,1.0,38.11,16,Wednesday,2017-06,22.31476851851852,RS,464.60658185031974
1.0,89.9,17.88,1.0,107.78,16,Wednesday,2017-06,22.313993055555557,PR,622.3517880483026
1.0,49.59,16.6,1.0,66.19,16,Wednesday,2017-06,22.310810185185186,RJ,346.10103653166834
1.0,59.0,8.27,1.0,67.27,16,Wednesday,2017-06,13.30917824074074,SP,70.05657371199392
1.0,16.5,25.38,1.0,41.88,16,Wednesday,2017-06,36.30767361111111,RR,3307.45071605848
1.0,37.0,16.79,1.0,53.79,16,Wednesday,2017-06,26.30636574074074,SC,722.2075393825298
1.0,99.9,17.95,1.0,117.85,16,Wednesday,2017-06,26.296446759259258,RS,867.6601559712977
1.0,44.9,7.78,1.0,52.68,16,Wednesday,2017-06,13.294085648148148,SP,17.110383115269492
1.0,269.0,17.64,1.0,286.64,17,Wednesday,2017-06,26.276145833333334,RS,830.3141990115188
1.0,59.9,20.91,1.0,80.81,17,Wednesday,2017-06,22.274386574074075,SP,825.298718315606
1.0,134.9,16.7,1.0,151.6,17,Wednesday,2017-06,22.27116898148148,SP,376.5448261117473
1.0,69.0,14.23,1.0,83.23,17,Wednesday,2017-06,22.261435185185185,RJ,333.7498690660845
1.0,167.92,12.68,1.0,180.6,17,Wednesday,2017-06,20.26071759259259,SP,296.3125013133657
1.0,159.9,43.53,1.0,203.43,17,Wednesday,2017-06,32.25527777777778,AL,1832.0580784060294
1.0,61.9,12.77,3.0,74.67,17,Wednesday,2017-06,20.254988425925927,SP,231.02217009812915
2.0,384.9,54.86,1.0,439.76,18,Wednesday,2017-06,22.24858796296296,MG,473.19552650157425
1.0,32.99,15.1,1.0,48.09,18,Wednesday,2017-06,26.246122685185185,RS,1001.1395693342926
1.0,65.9,16.22,2.0,82.12,18,Wednesday,2017-06,26.24568287037037,ES,908.0941101384
1.0,13.98,7.78,1.0,21.76,18,Wednesday,2017-06,13.244606481481481,SP,14.419986260421796
1.0,89.9,32.86,1.0,122.76,18,Wednesday,2017-06,13.239537037037037,SP,127.0087489813776
1.0,119.99,17.09,1.0,137.08,18,Wednesday,2017-06,22.23097222222222,MG,469.4341863076303
2.0,130.0,33.78,1.0,163.78,19,Wednesday,2017-06,39.1947337962963,BA,1083.7815767693899
1.0,54.9,15.13,1.0,70.03,19,Wednesday,2017-06,22.19472222222222,PR,391.63647171934554
1.0,120.0,36.16,1.0,156.16,19,Wednesday,2017-06,42.18592592592593,PI,2056.178523619962
1.0,99.0,15.45,2.0,114.45,19,Wednesday,2017-06,22.177592592592593,MG,523.6709481391642
1.0,78.8,27.09,1.0,105.89,19,Wednesday,2017-06,29.17071759259259,DF,1276.0818320665626
1.0,16.37,8.27,1.0,24.64,20,Wednesday,2017-06,13.162430555555556,SP,42.77720232149565
1.0,34.9,15.79,1.0,50.69,20,Wednesday,2017-06,35.15978009259259,RS,1100.8255562694626
1.0,22.9,11.85,4.0,34.75,20,Wednesday,2017-06,20.158668981481483,SP,176.9712480100014
1.0,71.82,13.52,1.0,85.34,20,Wednesday,2017-06,29.155694444444446,SP,88.18211193593434
1.0,18.9,11.85,1.0,30.75,20,Wednesday,2017-06,20.151458333333334,SP,82.19605996266218
2.0,79.8,32.22,1.0,112.02,20,Wednesday,2017-06,22.14991898148148,PR,665.2757808320013
1.0,56.99,17.68,1.0,74.67,20,Wednesday,2017-06,39.14707175925926,PE,2144.5027864472445
1.0,89.9,17.88,1.0,107.78,20,Wednesday,2017-06,22.14388888888889,PR,525.6908885748248
1.0,36.0,17.6,2.0,53.6,20,Wednesday,2017-06,25.140127314814816,MG,280.4996163320144
1.0,69.9,42.52,1.0,112.42,20,Wednesday,2017-06,34.13084490740741,PA,2387.187641125348
1.0,89.9,13.65,1.0,103.55,20,Wednesday,2017-06,20.12815972222222,SP,340.1193846786925
1.0,14.9,12.48,1.0,27.38,21,Wednesday,2017-06,20.117905092592594,PR,355.2818395670316
1.0,42.9,15.1,1.0,58.0,21,Wednesday,2017-06,22.11579861111111,PR,474.2693808149398
1.0,69.9,15.25,1.0,85.15,21,Wednesday,2017-06,22.10179398148148,RJ,330.9573554094966
1.0,20.0,9.94,1.0,29.94,21,Wednesday,2017-06,13.096643518518519,SP,38.664716407645564
1.0,59.9,15.17,1.0,75.07,21,Wednesday,2017-06,26.096527777777776,PR,492.1089072415362
1.0,99.0,8.44,1.0,107.44,21,Wednesday,2017-06,13.09636574074074,SP,65.26956933885475
2.0,59.98,19.88,1.0,79.86,21,Wednesday,2017-06,13.094421296296296,SC,77.27792461965848
1.0,79.9,15.31,1.0,95.21,21,Wednesday,2017-06,22.09204861111111,PR,527.8066223398414
1.0,109.9,13.32,1.0,123.22,21,Wednesday,2017-06,13.086145833333333,SP,14.073141347614747
1.0,76.89,16.3,1.0,93.19,21,Wednesday,2017-06,22.086076388888888,MG,704.1638116560678
1.0,109.99,20.26,1.0,130.25,21,Wednesday,2017-06,22.085497685185185,SC,253.04531831989465
1.0,146.99,56.31,1.0,203.3,21,Wednesday,2017-06,28.084641203703704,SC,507.68092125246716
1.0,69.9,25.77,1.0,95.67,21,Wednesday,2017-06,36.08436342592593,PE,1637.0167658674638
1.0,11.99,14.1,1.0,26.09,22,Wednesday,2017-06,22.083206018518517,MG,480.8264644932183
1.0,59.99,15.18,1.0,75.17,22,Wednesday,2017-06,22.07929398148148,RJ,356.8872445322874
1.0,39.9,12.48,1.0,52.38,22,Wednesday,2017-06,20.07056712962963,MG,417.6564697416574
2.0,179.8,27.3,1.0,207.1,22,Wednesday,2017-06,20.064016203703705,SP,309.7776520634141
1.0,149.99,17.49,1.0,167.48,22,Wednesday,2017-06,26.05929398148148,PB,675.2435289358568
1.0,349.9,20.02,1.0,369.92,22,Wednesday,2017-06,29.052939814814813,RJ,915.4982826810119
1.0,52.9,20.86,1.0,73.76,23,Wednesday,2017-06,26.029872685185186,ES,851.8691721804702
1.0,99.7,15.45,1.0,115.15,23,Wednesday,2017-06,22.019328703703703,SP,750.1332151483106
1.0,349.9,18.21,1.0,368.11,23,Wednesday,2017-06,22.018101851851853,SP,281.0362137051896
1.0,102.0,15.46,1.0,117.46,23,Wednesday,2017-06,22.016365740740742,SP,401.4097087489732
1.0,109.99,38.29,1.0,148.28,23,Wednesday,2017-06,22.00667824074074,ES,571.8567941888505
1.0,220.0,51.2,1.0,271.2,0,Thursday,2017-06,38.99525462962963,DF,1382.600420535135
1.0,259.9,30.86,1.0,290.76,1,Thursday,2017-06,54.957627314814815,GO,663.0851422626151
1.0,44.9,16.11,2.0,61.01,1,Thursday,2017-06,31.950659722222223,RJ,675.9518147186523
1.0,124.99,12.08,2.0,137.07,4,Thursday,2017-06,13.821689814814814,SP,15.478229218201148
1.0,329.99,11.12,1.0,341.11,6,Thursday,2017-06,13.719444444444445,SP,30.80264554220715
1.0,99.0,49.4,1.0,148.4,6,Thursday,2017-06,32.717962962962964,RS,1514.2264423282245
1.0,97.9,16.94,1.0,114.84,6,Thursday,2017-06,24.717858796296298,DF,619.1220046257808
1.0,119.8,18.0,1.0,137.8,7,Thursday,2017-06,34.69141203703704,SP,959.0918640844296
1.0,130.0,17.35,1.0,147.35,7,Thursday,2017-06,31.678252314814817,MG,1161.824704025379
1.0,62.9,16.2,1.0,79.1,8,Thursday,2017-06,24.647627314814816,SC,708.7251079846109
1.0,209.99,18.04,1.0,228.03,8,Thursday,2017-06,32.638009259259256,BA,1446.1177677766088
1.0,49.0,34.15,1.0,83.15,8,Thursday,2017-06,41.630462962962966,PB,2153.12466552266
1.0,169.99,10.2,1.0,180.19,8,Thursday,2017-06,13.630335648148149,RJ,18.194810014479955
1.0,55.9,13.27,1.0,69.17,8,Thursday,2017-06,20.625775462962963,RJ,89.87969797783182
1.0,12.0,15.1,1.0,27.1,9,Thursday,2017-06,28.624189814814816,GO,875.0999951287657
1.0,69.0,7.78,1.0,76.78,9,Thursday,2017-06,13.621296296296297,SP,91.11025059140907
1.0,48.65,17.6,1.0,66.25,9,Thursday,2017-06,24.61228009259259,SP,471.2817329983979
1.0,115.0,16.57,1.0,131.57,9,Thursday,2017-06,25.611597222222223,MG,406.96077719554563
1.0,18.99,17.63,1.0,36.62,9,Thursday,2017-06,34.604305555555555,PA,2475.950321075296
1.0,29.9,15.1,1.0,45.0,9,Thursday,2017-06,24.601180555555555,SP,603.4213322059844
1.0,49.9,17.63,1.0,67.53,9,Thursday,2017-06,28.59556712962963,PR,1074.4711798419125
1.0,185.0,16.04,1.0,201.04,9,Thursday,2017-06,26.59460648148148,RJ,527.8802529360544
1.0,131.9,47.45,1.0,179.35,10,Thursday,2017-06,32.570914351851854,PI,2203.193382823115
1.0,16.0,15.1,1.0,31.1,10,Thursday,2017-06,28.56914351851852,SP,372.26005575234313
1.0,39.9,16.79,1.0,56.69,10,Thursday,2017-06,28.548912037037038,SC,873.1686039820449
4.0,796.0,68.6,1.0,864.6,10,Thursday,2017-06,26.548819444444444,RS,919.8857681801146
1.0,159.9,38.67,1.0,198.57,10,Thursday,2017-06,32.5474537037037,AL,1869.7288637220279
1.0,279.0,30.99,1.0,309.99,10,Thursday,2017-06,33.544270833333336,MS,718.6766760706596
1.0,34.9,15.11,1.0,50.01,11,Thursday,2017-06,24.53736111111111,MG,520.5521218566621
1.0,49.9,16.11,1.0,66.01,11,Thursday,2017-06,26.534988425925928,RS,853.1947063468216
1.0,90.9,29.04,1.0,119.94,11,Thursday,2017-06,28.528622685185184,MG,898.0624337063676
1.0,109.9,29.17,1.0,139.07,11,Thursday,2017-06,28.528310185185184,ES,1218.2947073399214
1.0,199.9,18.65,1.0,218.55,11,Thursday,2017-06,24.52078703703704,SP,524.4251043148895
1.0,56.99,15.15,1.0,72.14,11,Thursday,2017-06,25.51991898148148,PR,682.0671363924309
1.0,99.99,8.89,1.0,108.88,11,Thursday,2017-06,17.51849537037037,SP,89.79421042221092
1.0,86.99,29.01,1.0,116.0,11,Thursday,2017-06,34.50997685185185,PE,1985.1063278607267
1.0,104.5,15.49,1.0,119.99,11,Thursday,2017-06,24.504386574074076,SP,363.00103618677946
1.0,164.9,21.64,1.0,186.54,12,Thursday,2017-06,24.494386574074074,MG,392.8243886184472
3.0,897.0,34.53,1.0,931.53,12,Thursday,2017-06,13.489895833333334,SP,90.48327415674218
1.0,17.99,16.11,1.0,34.1,12,Thursday,2017-06,28.47246527777778,GO,749.77406505396
1.0,49.99,9.34,1.0,59.33,13,Thursday,2017-06,13.447939814814815,SP,16.668048161994303
1.0,112.0,36.86,1.0,148.86,13,Thursday,2017-06,26.445324074074072,SP,727.9371785447341
1.0,25.5,15.1,1.0,40.6,13,Thursday,2017-06,24.444930555555555,SC,448.15905432921346
1.0,149.0,29.44,1.0,178.44,13,Thursday,2017-06,31.441678240740742,TO,1413.67411382512
1.0,25.9,15.1,1.0,41.0,13,Thursday,2017-06,24.44105324074074,RJ,423.6271134944106
1.0,47.9,15.1,1.0,63.0,13,Thursday,2017-06,24.437141203703703,SP,446.5239678937169
1.0,12.9,15.1,1.0,28.0,13,Thursday,2017-06,24.436122685185186,SP,518.0618003689411
1.0,25.99,14.1,2.0,40.09,13,Thursday,2017-06,28.429837962962964,GO,811.7839970037875
1.0,34.9,7.78,1.0,42.68,13,Thursday,2017-06,13.42962962962963,SP,13.363865016306084
2.0,125.6,28.38,1.0,153.98,13,Thursday,2017-06,24.421145833333334,RJ,327.8163794198978
1.0,179.9,17.02,1.0,196.92,13,Thursday,2017-06,26.417164351851852,DF,899.6844465094899
1.0,59.99,13.44,1.0,73.43,14,Thursday,2017-06,20.413333333333334,SP,446.72184770642747
1.0,59.9,25.7,1.0,85.6,14,Thursday,2017-06,28.408310185185186,RJ,1080.5214223597295
1.0,34.9,9.34,1.0,44.24,14,Thursday,2017-06,18.394548611111112,SP,31.28914848077737
1.0,209.99,36.79,1.0,246.78,15,Thursday,2017-06,32.37453703703704,SE,1669.533256993259
1.0,49.2,17.6,1.0,66.8,15,Thursday,2017-06,31.365648148148146,PR,448.9581177332744
1.0,379.9,13.86,1.0,393.76,16,Thursday,2017-06,13.322962962962963,SP,5.481618476041825
2.0,139.8,28.48,1.0,168.28,16,Thursday,2017-06,24.322743055555556,ES,385.0428423667021
1.0,59.9,17.67,1.0,77.57,16,Thursday,2017-06,33.32076388888889,ES,946.4765630157787
1.0,285.15,13.5,1.0,298.65,16,Thursday,2017-06,20.320474537037036,SP,299.3050530510726
1.0,49.9,11.85,1.0,61.75,16,Thursday,2017-06,32.30840277777778,SP,371.7217775167108
1.0,16.9,15.1,1.0,32.0,16,Thursday,2017-06,27.307546296296298,RJ,371.04595683752177
1.0,199.9,15.15,1.0,215.05,16,Thursday,2017-06,24.307465277777776,RJ,380.49836479670375
1.0,550.0,145.99,1.0,695.99,16,Thursday,2017-06,33.305601851851854,MG,693.6733428270796
1.0,59.7,17.67,1.0,77.37,16,Thursday,2017-06,24.303159722222222,PR,344.8474896604653
1.0,199.1,17.15,1.0,216.25,16,Thursday,2017-06,31.302025462962963,SC,419.8818198081457
2.0,39.8,30.2,1.0,70.0,16,Thursday,2017-06,26.301203703703703,MG,500.13006865478417
1.0,110.0,8.96,1.0,118.96,16,Thursday,2017-06,14.301006944444444,SP,7.357093044373555
1.0,18.99,7.78,1.0,26.77,16,Thursday,2017-06,13.300983796296297,SP,24.501128801174026
1.0,21.9,12.69,1.0,34.59,16,Thursday,2017-06,20.300439814814816,SP,341.5094866847492
2.0,127.8,36.03,1.0,163.83,16,Thursday,2017-06,26.294502314814814,GO,660.5564008582194
1.0,139.9,17.37,1.0,157.27,17,Thursday,2017-06,24.284479166666667,PR,134.7240346794596
1.0,49.0,15.1,1.0,64.1,17,Thursday,2017-06,24.284108796296298,MG,461.6650480188771
1.0,49.0,7.78,1.0,56.78,17,Thursday,2017-06,13.283958333333333,SP,27.447907784672672
1.0,65.0,34.25,1.0,99.25,17,Thursday,2017-06,33.28049768518518,GO,1217.0228103618174
1.0,16.99,15.1,1.0,32.09,17,Thursday,2017-06,24.28045138888889,RJ,708.8409530430639
1.0,34.9,13.37,1.0,48.27,17,Thursday,2017-06,20.27798611111111,SP,106.20678229736633
1.0,134.9,23.81,1.0,158.71,17,Thursday,2017-06,28.270347222222224,RJ,696.067649846509
1.0,68.9,15.23,2.0,84.13,17,Thursday,2017-06,24.26681712962963,RS,442.9274109744671
1.0,37.0,7.78,1.0,50.61,17,Thursday,2017-06,20.262268518518518,SP,7.669346793361654
1.0,32.9,11.85,1.0,44.75,17,Thursday,2017-06,20.26076388888889,SP,296.1177382615744
1.0,349.9,28.99,1.0,378.89,17,Thursday,2017-06,33.256516203703704,ES,938.2057431572237
1.0,119.8,29.24,1.0,149.04,17,Thursday,2017-06,28.253356481481482,RJ,1117.256965720441
1.0,59.9,17.67,1.0,77.57,17,Thursday,2017-06,24.251631944444444,MG,393.8015180214338
1.0,44.9,15.11,1.0,60.01,17,Thursday,2017-06,24.25050925925926,RJ,346.0590589108329
1.0,329.9,54.91,1.0,384.81,18,Thursday,2017-06,24.240694444444443,SP,337.63492255750316
1.0,19.99,15.1,1.0,35.09,18,Thursday,2017-06,27.239710648148147,MG,714.8551653026803
1.0,39.9,15.79,1.0,55.69,18,Thursday,2017-06,28.238622685185184,SC,975.6836317631693
1.0,94.9,16.91,1.0,111.81,18,Thursday,2017-06,24.231840277777778,MG,484.0990647170256
1.0,74.99,17.77,2.0,92.76,18,Thursday,2017-06,28.225497685185186,RS,943.6216815769408
1.0,22.5,15.1,1.0,37.6,18,Thursday,2017-06,24.218194444444446,SP,496.7479797198382
1.0,59.99,16.18,1.0,76.17,19,Thursday,2017-06,24.207766203703702,SP,189.62847119848922
1.0,215.0,17.27,1.0,232.27,19,Thursday,2017-06,24.198587962962964,MG,654.0592527179651
1.0,25.0,7.78,1.0,32.78,19,Thursday,2017-06,13.197743055555556,SP,1.2971824808223544
1.0,90.98,15.39,1.0,106.37,19,Thursday,2017-06,24.19741898148148,SP,146.38926168343943
1.0,52.9,20.86,1.0,73.76,19,Thursday,2017-06,26.193101851851853,MS,331.16863904953306
1.0,32.0,14.1,1.0,46.1,19,Thursday,2017-06,24.18482638888889,SC,238.70226662143048
1.0,99.5,35.07,1.0,134.57,19,Thursday,2017-06,31.17806712962963,SP,709.9898852430658
1.0,49.0,7.78,1.0,56.78,19,Thursday,2017-06,13.172939814814814,SP,10.327850127187142
1.0,335.99,24.67,1.0,360.66,19,Thursday,2017-06,25.170694444444443,SP,338.5329074342629
2.0,207.94,50.08,1.0,258.02,19,Thursday,2017-06,20.169791666666665,SP,413.92081700908363
1.0,179.99,26.54,1.0,206.53,20,Thursday,2017-06,35.16480324074074,PE,2075.389077033136
1.0,367.52,29.11,1.0,396.63,20,Thursday,2017-06,34.164791666666666,PE,1938.1682136858196
1.0,750.5,30.09,1.0,780.59,20,Thursday,2017-06,35.155,DF,854.842374718554
1.0,126.99,18.6,1.0,145.59,20,Thursday,2017-06,19.152326388888888,SP,23.32513645501133
1.0,159.99,17.56,1.0,177.55,20,Thursday,2017-06,26.150092592592593,PR,763.3367260833744
1.0,109.99,63.45,1.0,173.44,20,Thursday,2017-06,32.14869212962963,CE,2036.6198159512574
1.0,179.99,23.84,1.0,203.83,20,Thursday,2017-06,21.146979166666668,SP,60.156781997466304
2.0,189.8,23.74,1.0,213.54,20,Thursday,2017-06,13.144976851851851,SP,78.20889704336713
1.0,50.0,15.1,1.0,65.1,20,Thursday,2017-06,24.14383101851852,PR,493.21167715863146
1.0,135.3,44.8,1.0,180.1,20,Thursday,2017-06,34.139270833333335,MS,2314.1455932001627
1.0,42.99,21.15,1.0,64.14,20,Thursday,2017-06,32.13383101851852,AL,1926.9585372211525
2.0,1570.0,497.42,1.0,2067.42,21,Thursday,2017-06,54.124583333333334,PE,1996.4704708930628
1.0,52.9,42.78,1.0,95.68,21,Thursday,2017-06,34.120358796296294,AP,2296.584229356382
1.0,129.9,18.16,1.0,148.06,21,Thursday,2017-06,24.11491898148148,MG,199.20185181814983
1.0,56.99,14.15,3.0,71.14,21,Thursday,2017-06,31.111979166666668,GO,833.7473078468261
1.0,89.99,14.38,1.0,104.37,21,Thursday,2017-06,26.106574074074075,RJ,344.2335886202735
1.0,113.0,18.04,1.0,131.04,21,Thursday,2017-06,25.10271990740741,RJ,403.1784219194674
1.0,15.9,11.85,1.0,27.75,21,Thursday,2017-06,34.10237268518519,SP,216.706859036617
1.0,31.9,8.11,1.0,40.01,21,Thursday,2017-06,13.08798611111111,MG,6.488912229624279
1.0,155.75,17.34,1.0,173.09,21,Thursday,2017-06,24.084641203703704,SP,379.63896534372515
1.0,97.9,9.06,1.0,106.96,22,Thursday,2017-06,14.083252314814814,RJ,44.03765079109655
1.0,12.5,7.78,1.0,20.28,22,Thursday,2017-06,13.073414351851852,SP,10.573289542512047
1.0,89.9,13.65,1.0,103.55,22,Thursday,2017-06,20.067303240740742,SP,303.8354039888533
2.0,93.5,30.19,1.0,123.69,22,Thursday,2017-06,26.056400462962962,RS,931.5618849969674
1.0,338.5,79.39,1.0,417.89,22,Thursday,2017-06,25.051122685185184,SC,698.7474797703674
2.0,465.98,124.74,1.0,590.72,22,Thursday,2017-06,24.051122685185184,SC,698.7474797703674
1.0,39.9,14.1,3.0,54.0,23,Thursday,2017-06,27.02920138888889,SP,353.9206739728107
1.0,13.0,12.69,3.0,25.69,23,Thursday,2017-06,20.02920138888889,SP,234.45211775029867
1.0,119.9,21.33,1.0,141.23,23,Thursday,2017-06,24.022037037037038,PR,716.9626301158074
1.0,169.0,14.93,1.0,183.93,23,Thursday,2017-06,25.016342592592594,RJ,415.1119209511258
1.0,94.9,16.91,1.0,111.81,23,Thursday,2017-06,24.008229166666666,MG,485.18832175924365
1.0,49.99,17.6,1.0,67.59,23,Thursday,2017-06,28.004756944444445,GO,914.8073276971058
1.0,29.99,15.1,1.0,45.09,23,Thursday,2017-06,24.00116898148148,MG,774.7516514027928
2.0,35.98,28.2,1.0,64.18,1,Friday,2017-06,24.95771990740741,RJ,336.901097063573
1.0,13.98,15.1,1.0,33.59,3,Friday,2017-06,26.874699074074073,RS,826.0525978691429
1.0,80.0,15.32,1.0,95.32,5,Friday,2017-06,24.757766203703703,MG,514.8539337024295
1.0,49.0,25.63,1.0,74.63,6,Friday,2017-06,34.74699074074074,CE,2341.7424654587335
1.0,34.9,25.63,1.0,60.53,8,Friday,2017-06,32.65980324074074,MT,1535.5443623897534
1.0,16.5,7.78,1.0,24.28,8,Friday,2017-06,13.6571875,SP,28.38265060000134
1.0,25.5,15.1,1.0,40.6,8,Friday,2017-06,24.63259259259259,RJ,293.0388473312201
1.0,59.0,18.65,1.0,77.65,8,Friday,2017-06,26.6275,SP,859.5468966368513
1.0,22.48,14.08,1.0,36.56,9,Friday,2017-06,31.614837962962962,MG,462.802806405074
1.0,112.8,17.04,1.0,129.84,9,Friday,2017-06,26.6090625,SP,347.54083781995183
1.0,180.9,49.8,1.0,230.7,9,Friday,2017-06,24.604525462962965,SP,459.41348246555833
1.0,99.0,15.45,1.0,114.45,9,Friday,2017-06,24.600625,RJ,363.2415031056515
1.0,99.9,15.45,2.0,115.35,9,Friday,2017-06,24.592083333333335,RJ,552.8274829501681
2.0,207.94,90.38,1.0,298.32,9,Friday,2017-06,26.58912037037037,ES,947.2111762485332
1.0,11.99,17.63,1.0,29.62,9,Friday,2017-06,34.58671296296296,PA,2470.165492841022
1.0,48.99,16.79,1.0,65.78,10,Friday,2017-06,32.5793287037037,MT,1161.6861544451206
1.0,49.9,14.08,1.0,63.98,10,Friday,2017-06,59.577465277777776,RJ,195.43442314295075
1.0,349.0,18.2,1.0,367.2,10,Friday,2017-06,26.577199074074073,RS,702.8034160968128
1.0,80.1,17.0,1.0,97.1,10,Friday,2017-06,26.575081018518517,SP,934.4756727799116
1.0,119.9,36.18,1.0,156.08,10,Friday,2017-06,26.567291666666666,ES,802.0865873014038
1.0,45.95,15.1,1.0,61.05,10,Friday,2017-06,27.559583333333332,RJ,600.7581780746818
1.0,199.0,29.79,1.0,228.79,10,Friday,2017-06,37.55311342592593,RJ,1171.8202548422469
1.0,52.9,42.78,1.0,95.68,10,Friday,2017-06,34.548738425925926,PB,2093.7900878969444
1.0,29.99,25.63,1.0,55.62,10,Friday,2017-06,34.5456712962963,PA,2511.0485863589533
1.0,180.0,13.6,1.0,193.6,10,Friday,2017-06,20.54449074074074,SP,204.14342938166357
1.0,13.9,15.1,1.0,29.0,11,Friday,2017-06,24.532685185185183,RJ,320.58659813952227
